,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Revenue,Date,Location,Device,Keyword,Month,Weekday,CPC,CTR,CPL,CPA,ROI,AOV,ROAS
565,A1565,Data Analytics Course: ML,125.0,4794.0,196.0,28.0,7.0,0.056,297.0,2024-11-22,Hyderabad,Desktop,Data analytics online,November,Friday,1.57,2.61,7.0,28.0,51.53,42.43,1.52
566,A1566,Data Analytics Course: ML,158.0,5214.0,222.0,21.0,3.0,0.0189873417721519,333.0,2024-11-03,Hyderabad,Desktop,Data analytics course,November,Sunday,1.41,3.03,10.57,74.0,50.0,111.0,1.5
567,A1567,Data Analytics Course: ML,133.0,5762.0,196.0,10.0,5.0,0.03759398496240601,233.57142857142858,2024-11-03,Hyderabad,Tablet,Data analytics course,November,Sunday,1.47,2.31,19.6,39.2,19.17,46.71,1.19
568,A1568,Data Analytics Course: Advanced,128.0,5026.0,240.0,15.0,9.0,0.0703125,356.0,2024-11-25,Hyderabad,Mobile,Analytics for data,November,Monday,1.88,2.55,16.0,26.67,48.33,39.56,1.48
569,A1569,Data Analytics Course: Advanced,148.0,3883.0,181.0,30.0,4.0,0.02702702702702703,401.0,2024-11-16,Hyderabad,Desktop,Analytics for data,November,Saturday,1.22,3.81,6.03,45.25,121.55,100.25,2.22
570,A1570,Data Analytics Course: Basics,92.0,4605.0,235.0,29.0,3.0,0.03260869565217391,258.0,2024-11-30,Hyderabad,Mobile,Data analytics training,November,Saturday,2.55,2.0,8.1,78.33,9.79,86.0,1.1
571,A1571,Data Analytics Course: Visualizations,147.0,4848.0,206.0,25.0,8.0,0.05442176870748299,353.0,2024-11-02,Hyderabad,Desktop,Data analytics course,November,Saturday,1.4,3.03,8.24,25.75,71.36,44.12,1.71
572,A1572,Data Analytics Course: Visualizations,136.0,5454.0,248.0,13.0,6.0,0.04411764705882353,344.0,2024-11-06,Hyderabad,Mobile,Data analytics online,November,Wednesday,1.82,2.49,19.08,41.33,38.71,57.33,1.39
573,A1573,Data Analytics Course: Visualizations,132.0,4957.0,220.0,28.0,6.0,0.045454545454545456,249.0,2024-11-03,Hyderabad,Mobile,Online data analytics,November,Sunday,1.67,2.66,7.86,36.67,13.18,41.5,1.13
574,A1574,Data Analytics Course: Basics,173.0,5705.0,242.0,28.0,3.0,0.017341040462427744,243.0,2024-11-13,Hyderabad,Tablet,Learn data analytics,November,Wednesday,1.4,3.03,8.64,80.67,0.41,81.0,1.0
575,A1575,Data Analytics Course: Visualizations,85.0,4747.0,224.0,26.0,5.0,0.058823529411764705,222.0,2024-11-01,Hyderabad,Tablet,Data analytics course,November,Friday,2.64,1.79,8.62,44.8,-0.89,44.4,0.99
576,A1576,Data Analytics Course: Advanced,129.0,5874.0,200.0,12.0,5.0,0.03875968992248062,287.0,2024-11-29,Hyderabad,Tablet,Online data analytics,November,Friday,1.55,2.2,16.67,40.0,43.5,57.4,1.44
577,A1577,Data Analytics Course: ML,181.0,4730.0,243.0,16.0,4.0,0.022099447513812154,403.0,2024-11-20,Hyderabad,Mobile,Online data analytics,November,Wednesday,1.34,3.83,15.19,60.75,65.84,100.75,1.66
578,A1578,Data Analytics Course: Advanced,85.0,5341.0,250.0,21.0,6.0,0.07058823529411765,283.0,2024-11-10,Hyderabad,Mobile,Online data analytics,November,Sunday,2.94,1.59,11.9,41.67,13.2,47.17,1.13
579,A1579,Data Analytics Course: Advanced,92.0,4327.0,189.0,14.0,7.0,0.07608695652173914,233.0,2024-11-22,Hyderabad,Tablet,Data analytics training,November,Friday,2.05,2.13,13.5,27.0,23.28,33.29,1.23
580,A1580,Data Analytics Course: ML,192.0,6332.0,181.0,27.0,4.0,0.020833333333333332,377.0,2024-11-09,Hyderabad,Mobile,Data analytics training,November,Saturday,0.94,3.03,6.7,45.25,108.29,94.25,2.08
581,A1581,Data Analytics Course: Advanced,146.0,4484.0,195.0,27.0,9.0,0.06164383561643835,252.0,2024-11-02,Hyderabad,Tablet,Data analytics training,November,Saturday,1.34,3.26,7.22,21.67,29.23,28.0,1.29
582,A1582,Data Analytics Course: Visualizations,178.0,4311.0,205.0,18.0,4.0,0.02247191011235955,341.0,2024-11-18,Hyderabad,Tablet,Analytics for data,November,Monday,1.15,4.13,11.39,51.25,66.34,85.25,1.66
583,A1583,Data Analytics Course: Basics,197.0,3009.0,233.0,22.0,9.0,0.04568527918781726,280.0,2024-11-18,Hyderabad,Tablet,Analytics for data,November,Monday,1.18,6.55,10.59,25.89,20.17,31.11,1.2
584,A1584,Data Analytics Course: Visualizations,176.0,3110.0,205.0,23.0,5.0,0.028409090909090908,356.0,2024-11-19,Hyderabad,Desktop,Online data analytics,November,Tuesday,1.16,5.66,8.91,41.0,73.66,71.2,1.74
585,A1585,Data Analytics Course: Basics,98.0,3365.0,224.0,27.0,9.0,0.09183673469387756,226.0,2024-11-27,Hyderabad,Desktop,Data analytics training,November,Wednesday,2.29,2.91,8.3,24.89,0.89,25.11,1.01
586,A1586,Data Analytics Course: Basics,105.0,3274.0,188.0,24.0,4.0,0.0380952380952381,278.0,2024-11-09,Hyderabad,Desktop,Learn data analytics,November,Saturday,1.79,3.21,7.83,47.0,47.87,69.5,1.48
587,A1587,Data Analytics Course: Basics,113.0,3231.0,210.0,19.0,10.0,0.08849557522123894,252.0,2024-11-15,Hyderabad,Desktop,Online data analytics,November,Friday,1.86,3.5,11.05,21.0,20.0,25.2,1.2
588,A1588,Data Analytics Course: ML,104.0,3440.0,247.0,13.0,10.0,0.09586366057163147,248.0,2024-11-27,Hyderabad,Tablet,Online data analytics,November,Wednesday,2.38,3.02,19.0,24.7,0.4,24.8,1.0
589,A1589,Data Analytics Course: Advanced,88.0,5196.0,197.0,26.0,5.0,0.056818181818181816,293.0,2024-11-03,Hyderabad,Desktop,Online data analytics,November,Sunday,2.24,1.69,7.58,39.4,48.73,58.6,1.49
590,A1590,Data Analytics Course: ML,106.0,5321.0,240.0,11.0,7.0,0.0660377358490566,390.0,2024-11-24,Hyderabad,Desktop,Data analytics training,November,Sunday,2.26,1.99,21.82,34.29,62.5,55.71,1.62
591,A1591,Data Analytics Course: Basics,148.0,5841.0,243.0,15.0,7.0,0.0472972972972973,313.0,2024-11-29,Hyderabad,Mobile,Data analytics online,November,Friday,1.64,2.53,16.2,34.71,28.81,44.71,1.29
592,A1592,Data Analytics Course: Advanced,174.0,5738.0,228.0,25.0,5.0,0.028735632183908046,320.0,2024-11-15,Hyderabad,Tablet,Online data analytics,November,Friday,1.31,3.03,9.12,45.6,40.35,64.0,1.4
593,A1593,Data Analytics Course: Basics,196.0,5776.0,227.0,30.0,4.0,0.02040816326530612,186.85714285714286,2024-11-04,Hyderabad,Mobile,Data analytics training,November,Monday,1.16,3.39,7.57,56.75,-17.68,46.71,0.82
594,A1594,Data Analytics Course: ML,128.0,4729.0,243.0,25.0,9.0,0.0703125,364.0,2024-11-23,Hyderabad,Desktop,Learn data analytics,November,Saturday,1.9,2.71,9.72,27.0,49.79,40.44,1.5
595,A1595,Data Analytics Course: Advanced,163.0,5371.0,216.0,29.0,7.0,0.04294478527607362,389.0,2024-11-05,Hyderabad,Tablet,Data analytics course,November,Tuesday,1.33,3.03,7.45,30.86,80.09,55.57,1.8
596,A1596,Data Analytics Course: ML,183.0,5268.0,204.0,17.0,5.0,0.0273224043715847,353.0,2024-11-12,Hyderabad,Mobile,Learn data analytics,November,Tuesday,1.11,3.47,12.0,40.8,73.04,70.6,1.73
597,A1597,Data Analytics Course: Basics,196.0,5386.0,224.0,23.0,4.0,0.02040816326530612,290.0,2024-11-30,Hyderabad,Tablet,Learn data analytics,November,Saturday,1.14,3.64,9.74,56.0,29.46,72.5,1.29
598,A1598,Data Analytics Course: Visualizations,121.0,4432.0,219.0,25.0,10.0,0.08264462809917356,320.0,2024-11-13,Hyderabad,Desktop,Analytics for data,November,Wednesday,1.81,2.73,8.76,21.9,46.12,32.0,1.46
599,A1599,Data Analytics Course: ML,174.0,3031.0,242.0,25.0,6.0,0.034482758620689655,282.0,2024-11-08,Hyderabad,Mobile,Online data analytics,November,Friday,1.39,5.74,9.68,40.33,16.53,47.0,1.17
600,A1600,Data Analytics Course: Visualizations,142.0,5999.0,214.0,27.0,7.0,0.046875,217.0,2024-11-21,Hyderabad,Desktop,Analytics for data,November,Thursday,1.51,2.37,7.93,30.57,1.4,31.0,1.01
601,A1601,Data Analytics Course: Visualizations,118.0,3274.0,223.0,10.0,3.0,0.025423728813559324,350.0,2024-11-09,Hyderabad,Tablet,Analytics for data,November,Saturday,1.89,3.6,22.3,74.33,56.95,116.67,1.57
602,A1602,Data Analytics Course: ML,118.0,5889.0,193.0,17.0,10.0,0.0847457627118644,365.0,2024-11-10,Hyderabad,Desktop,Online data analytics,November,Sunday,1.64,2.0,11.35,19.3,89.12,36.5,1.89
603,A1603,Data Analytics Course: Basics,149.0,5601.0,222.0,15.0,6.0,0.040268456375838924,309.0,2024-11-25,Hyderabad,Desktop,Analytics for data,November,Monday,1.49,2.66,14.8,37.0,39.19,51.5,1.39
604,A1604,Data Analytics Course: Basics,127.0,4295.0,213.0,26.0,10.0,0.07874015748031496,350.0,2024-11-19,Hyderabad,Tablet,Data analytics course,November,Tuesday,1.68,2.96,8.19,21.3,64.32,35.0,1.64
605,A1605,Data Analytics Course: Basics,195.0,5135.0,226.0,17.0,3.0,0.015384615384615385,140.14285714285714,2024-11-24,Hyderabad,Desktop,Data analytics training,November,Sunday,1.16,3.8,13.29,75.33,-37.99,46.71,0.62
606,A1606,Data Analytics Course: Visualizations,173.0,5233.0,229.0,28.0,7.0,0.04046242774566474,270.0,2024-11-16,Hyderabad,Mobile,Learn data analytics,November,Saturday,1.32,3.31,8.18,32.71,17.9,38.57,1.18
607,A1607,Data Analytics Course: Basics,131.0,5727.0,219.0,28.0,4.0,0.030534351145038167,333.0,2024-11-07,Hyderabad,Mobile,Data analytics training,November,Thursday,1.67,2.29,7.82,54.75,52.05,83.25,1.52
608,A1608,Data Analytics Course: Visualizations,105.0,4691.0,213.0,21.0,3.0,0.02857142857142857,260.0,2024-11-22,Hyderabad,Desktop,Analytics for data,November,Friday,2.03,2.24,10.14,71.0,22.07,86.67,1.22
609,A1609,Data Analytics Course: Advanced,104.0,3409.0,208.0,19.0,4.0,0.038461538461538464,244.0,2024-11-16,Hyderabad,Mobile,Analytics for data,November,Saturday,2.0,3.05,10.95,52.0,17.31,61.0,1.17
610,A1610,Data Analytics Course: Basics,139.0,4333.0,230.0,19.0,6.0,0.04316546762589928,287.0,2024-11-21,Hyderabad,Desktop,Analytics for data,November,Thursday,1.65,3.21,12.11,38.33,24.78,47.83,1.25
611,A1611,Data Analytics Course: Advanced,110.0,4430.0,198.0,23.0,5.0,0.045454545454545456,233.57142857142858,2024-11-15,Hyderabad,Mobile,Learn data analytics,November,Friday,1.8,2.48,8.61,39.6,17.97,46.71,1.18
612,A1612,Data Analytics Course: Advanced,193.0,4860.0,181.0,14.0,5.0,0.025906735751295335,233.57142857142858,2024-11-16,Hyderabad,Desktop,Online data analytics,November,Saturday,0.94,3.97,12.93,36.2,29.04,46.71,1.29
613,A1613,Data Analytics Course: ML,109.0,4396.0,189.0,11.0,10.0,0.09174311926605505,296.0,2024-11-18,Hyderabad,Mobile,Data analytics training,November,Monday,1.73,2.48,17.18,18.9,56.61,29.6,1.57
614,A1614,Data Analytics Course: ML,141.0,5000.0,224.0,29.0,10.0,0.07092198581560284,390.0,2024-11-12,Hyderabad,Tablet,Data analytics online,November,Tuesday,1.59,2.82,7.72,22.4,74.11,39.0,1.74
615,A1615,Data Analytics Course: ML,182.0,3487.0,212.0,23.0,7.0,0.038461538461538464,210.0,2024-11-24,Hyderabad,Mobile,Data analytics online,November,Sunday,1.16,5.22,9.22,30.29,-0.94,30.0,0.99
616,A1616,Data Analytics Course: Advanced,179.0,4236.0,245.0,23.0,7.0,0.03910614525139665,372.0,2024-11-07,Hyderabad,Mobile,Learn data analytics,November,Thursday,1.37,4.23,10.65,35.0,51.84,53.14,1.52
617,A1617,Data Analytics Course: Advanced,89.0,5349.0,138.0,13.0,8.0,0.0898876404494382,280.0,2024-11-28,Hyderabad,Tablet,Data analytics online,November,Thursday,1.55,1.66,10.62,17.25,102.9,35.0,2.03
618,A1618,Data Analytics Course: Basics,181.0,5678.0,227.0,22.0,10.0,0.055248618784530384,407.0,2024-11-02,Hyderabad,Tablet,Data analytics training,November,Saturday,1.25,3.19,10.32,22.7,79.3,40.7,1.79
619,A1619,Data Analytics Course: Visualizations,85.0,5247.0,220.0,15.0,7.0,0.08235294117647059,329.0,2024-11-20,Hyderabad,Desktop,Analytics for data,November,Wednesday,2.59,1.62,14.67,31.43,49.55,47.0,1.5
620,A1620,Data Analytics Course: Visualizations,179.0,3685.0,203.0,15.0,8.0,0.046875,333.0,2024-11-18,Hyderabad,Desktop,Data analytics course,November,Monday,1.13,4.86,13.53,25.38,64.04,41.62,1.64
621,A1621,Data Analytics Course: Visualizations,172.0,5862.0,202.0,23.0,4.0,0.023255813953488372,300.0,2024-11-28,Hyderabad,Desktop,Online data analytics,November,Thursday,1.17,2.93,8.78,50.5,48.51,75.0,1.49
622,A1622,Data Analytics Course: Visualizations,196.0,5040.0,197.0,11.0,9.0,0.04591836734693878,362.0,2024-11-22,Hyderabad,Desktop,Data analytics course,November,Friday,1.01,3.89,17.91,21.89,83.76,40.22,1.84
623,A1623,Data Analytics Course: Basics,104.0,3423.0,224.0,30.0,4.0,0.038535903285587175,302.0,2024-11-03,Hyderabad,Desktop,Analytics for data,November,Sunday,2.15,3.04,7.47,56.0,34.82,75.5,1.35
624,A1624,Data Analytics Course: Visualizations,135.0,5981.0,229.0,26.0,6.0,0.044444444444444446,309.0,2024-11-12,Hyderabad,Desktop,Data analytics training,November,Tuesday,1.7,2.26,8.81,38.17,34.93,51.5,1.35
625,A1625,Data Analytics Course: Advanced,97.0,3495.0,231.0,16.0,6.0,0.061855670103092786,342.0,2024-11-23,Hyderabad,Tablet,Analytics for data,November,Saturday,2.38,2.78,14.44,38.5,48.05,57.0,1.48
626,A1626,Data Analytics Course: Basics,137.0,3702.0,215.0,25.0,9.0,0.06569343065693431,206.0,2024-11-10,Hyderabad,Desktop,Learn data analytics,November,Sunday,1.57,3.7,8.6,23.89,-4.19,22.89,0.96
627,A1627,Data Analytics Course: Advanced,164.0,3405.0,218.0,10.0,3.0,0.018292682926829267,385.0,2024-11-30,Hyderabad,Desktop,Data analytics online,November,Saturday,1.33,4.82,21.8,72.67,76.61,128.33,1.77
628,A1628,Data Analytics Course: Visualizations,178.0,3370.0,181.0,25.0,9.0,0.05056179775280899,373.0,2024-11-24,Hyderabad,Desktop,Online data analytics,November,Sunday,1.02,5.28,7.24,20.11,106.08,41.44,2.06
629,A1629,Data Analytics Course: Basics,146.0,4455.0,227.0,16.0,5.0,0.03424657534246575,212.0,2024-11-24,Hyderabad,Tablet,Online data analytics,November,Sunday,1.55,3.28,14.19,45.4,-6.61,42.4,0.93
630,A1630,Data Analytics Course: Basics,149.0,4670.0,218.0,10.0,10.0,0.06711409395973154,331.0,2024-11-02,Hyderabad,Mobile,Analytics for data,November,Saturday,1.46,3.19,21.8,21.8,51.83,33.1,1.52
631,A1631,Data Analytics Course: Basics,193.0,4287.0,205.0,15.0,3.0,0.015544041450777202,367.0,2024-11-09,Hyderabad,Tablet,Data analytics training,November,Saturday,1.06,4.5,13.67,68.33,79.02,122.33,1.79
632,A1632,Data Analytics Course: Basics,108.0,3546.0,183.0,27.0,7.0,0.06509861665439609,347.0,2024-11-28,Hyderabad,Mobile,Data analytics training,November,Thursday,1.69,3.05,6.78,26.14,89.62,49.57,1.9
633,A1633,Data Analytics Course: Advanced,106.0,4740.0,229.0,19.0,3.0,0.02830188679245283,234.0,2024-11-11,Hyderabad,Desktop,Online data analytics,November,Monday,2.16,2.24,12.05,76.33,2.18,78.0,1.02
634,A1634,Data Analytics Course: Basics,131.0,5642.0,185.0,20.0,9.0,0.06870229007633588,373.0,2024-11-16,Hyderabad,Mobile,Data analytics course,November,Saturday,1.41,2.32,9.25,20.56,101.62,41.44,2.02
635,A1635,Data Analytics Course: Advanced,111.0,4161.0,186.0,10.0,7.0,0.06306306306306306,293.0,2024-11-04,Hyderabad,Desktop,Data analytics training,November,Monday,1.68,2.67,18.6,26.57,57.53,41.86,1.58
636,A1636,Data Analytics Course: Advanced,144.0,4241.0,181.0,24.0,5.0,0.034722222222222224,346.0,2024-11-19,Hyderabad,Mobile,Online data analytics,November,Tuesday,1.26,3.4,7.54,36.2,91.16,69.2,1.91
637,A1637,Data Analytics Course: Basics,151.0,5875.0,192.0,28.0,7.0,0.046875,298.0,2024-11-18,Hyderabad,Mobile,Data analytics online,November,Monday,1.27,2.57,6.86,27.43,55.21,42.57,1.55
638,A1638,Data Analytics Course: Visualizations,146.0,5457.0,229.0,15.0,5.0,0.03424657534246575,210.0,2024-11-02,Hyderabad,Desktop,Data analytics course,November,Saturday,1.57,2.68,15.27,45.8,-8.3,42.0,0.92
639,A1639,Data Analytics Course: Basics,133.0,4780.0,199.0,22.0,4.0,0.03007518796992481,389.0,2024-11-09,Hyderabad,Tablet,Online data analytics,November,Saturday,1.5,2.78,9.05,49.75,95.48,97.25,1.95
640,A1640,Data Analytics Course: ML,180.0,5922.0,239.0,12.0,3.0,0.016705724030719973,354.0,2024-11-06,Hyderabad,Desktop,Data analytics course,November,Wednesday,1.33,3.04,19.92,79.67,48.12,118.0,1.48
641,A1641,Data Analytics Course: Advanced,82.0,3454.0,228.0,30.0,7.0,0.08536585365853659,299.0,2024-11-09,Hyderabad,Desktop,Learn data analytics,November,Saturday,2.78,2.37,7.6,32.57,31.14,42.71,1.31
642,A1642,Data Analytics Course: Advanced,135.0,3449.0,200.0,17.0,5.0,0.037037037037037035,398.0,2024-11-07,Hyderabad,Mobile,Data analytics course,November,Thursday,1.48,3.91,11.76,40.0,99.0,79.6,1.99
643,A1643,Data Analytics Course: Advanced,199.0,4287.0,236.0,12.0,10.0,0.05025125628140704,260.0,2024-11-10,Hyderabad,Tablet,Data analytics course,November,Sunday,1.19,4.64,19.67,23.6,10.17,26.0,1.1
644,A1644,Data Analytics Course: Basics,123.0,5000.0,188.0,25.0,3.0,0.024390243902439025,276.0,2024-11-07,Hyderabad,Tablet,Data analytics online,November,Thursday,1.53,2.46,7.52,62.67,46.81,92.0,1.47
645,A1645,Data Analytics Course: Basics,154.0,3437.0,212.0,28.0,4.0,0.025974025974025976,327.0,2024-11-14,Hyderabad,Tablet,Data analytics training,November,Thursday,1.38,4.48,7.57,53.0,54.25,81.75,1.54
646,A1646,Data Analytics Course: Basics,88.0,3475.0,192.0,12.0,7.0,0.07954545454545454,246.0,2024-11-25,Hyderabad,Desktop,Online data analytics,November,Monday,2.18,2.53,16.0,27.43,28.12,35.14,1.28
647,A1647,Data Analytics Course: ML,165.0,4889.0,180.0,21.0,4.0,0.024242424242424242,298.0,2024-11-19,Hyderabad,Mobile,Analytics for data,November,Tuesday,1.09,3.37,8.57,45.0,65.56,74.5,1.66
648,A1648,Data Analytics Course: ML,87.0,3639.0,221.0,22.0,3.0,0.034482758620689655,251.0,2024-11-14,Hyderabad,Mobile,Analytics for data,November,Thursday,2.54,2.39,10.05,73.67,13.57,83.67,1.14
649,A1649,Data Analytics Course: ML,147.0,3959.0,181.0,27.0,9.0,0.061224489795918366,332.0,2024-11-26,Hyderabad,Mobile,Analytics for data,November,Tuesday,1.23,3.71,6.7,20.11,83.43,36.89,1.83
650,A1650,Data Analytics Course: Advanced,137.0,5400.0,180.0,10.0,10.0,0.072992700729927,281.0,2024-11-29,Hyderabad,Tablet,Analytics for data,November,Friday,1.31,2.54,18.0,18.0,56.11,28.1,1.56
651,A1651,Data Analytics Course: Basics,188.0,5528.0,245.0,13.0,10.0,0.05319148936170213,245.0,2024-11-29,Hyderabad,Desktop,Analytics for data,November,Friday,1.3,3.4,18.85,24.5,0.0,24.5,1.0
652,A1652,Data Analytics Course: Visualizations,162.0,5456.0,194.0,10.0,6.0,0.037037037037037035,407.0,2024-11-29,Hyderabad,Tablet,Online data analytics,November,Friday,1.2,2.97,19.4,32.33,109.79,67.83,2.1
653,A1653,Data Analytics Course: Advanced,102.0,4308.0,222.0,13.0,7.0,0.06862745098039216,224.0,2024-11-08,Hyderabad,Mobile,Data analytics online,November,Friday,2.18,2.37,17.08,31.71,0.9,32.0,1.01
654,A1654,Data Analytics Course: Basics,120.0,3245.0,196.0,15.0,9.0,0.075,216.0,2024-11-22,Hyderabad,Desktop,Data analytics training,November,Friday,1.63,3.7,13.07,21.78,10.2,24.0,1.1
655,A1655,Data Analytics Course: Advanced,125.0,3339.0,205.0,18.0,4.0,0.032,405.0,2024-11-28,Hyderabad,Desktop,Data analytics course,November,Thursday,1.64,3.74,11.39,51.25,97.56,101.25,1.98
656,A1656,Data Analytics Course: Visualizations,155.0,5977.0,187.0,16.0,7.0,0.04516129032258064,328.0,2024-11-10,Hyderabad,Desktop,Online data analytics,November,Sunday,1.21,2.59,11.69,26.71,75.4,46.86,1.75
657,A1657,Data Analytics Course: Advanced,137.0,4231.0,226.0,25.0,5.0,0.0364963503649635,220.0,2024-11-12,Hyderabad,Tablet,Analytics for data,November,Tuesday,1.65,3.24,9.04,45.2,-2.65,44.0,0.97
658,A1658,Data Analytics Course: Advanced,91.0,4506.0,196.0,12.0,3.0,0.03296703296703297,241.0,2024-11-22,Hyderabad,Tablet,Learn data analytics,November,Friday,2.15,2.02,16.33,65.33,22.96,80.33,1.23
659,A1659,Data Analytics Course: Basics,87.0,4869.0,221.0,29.0,5.0,0.05747126436781609,302.0,2024-11-05,Hyderabad,Desktop,Data analytics training,November,Tuesday,2.54,1.79,7.62,44.2,36.65,60.4,1.37
660,A1660,Data Analytics Course: ML,124.0,5716.0,218.0,28.0,8.0,0.06451612903225806,366.0,2024-11-24,Hyderabad,Mobile,Data analytics training,November,Sunday,1.76,2.17,7.79,27.25,67.89,45.75,1.68
661,A1661,Data Analytics Course: Visualizations,128.0,3243.0,208.0,14.0,6.0,0.046875,309.0,2024-11-02,Hyderabad,Mobile,Online data analytics,November,Saturday,1.62,3.95,14.86,34.67,48.56,51.5,1.49
662,A1662,Data Analytics Course: Advanced,111.0,3911.0,239.0,28.0,9.0,0.08108108108108109,224.0,2024-11-01,Hyderabad,Tablet,Online data analytics,November,Friday,2.15,2.84,8.54,26.56,-6.28,24.89,0.94
663,A1663,Data Analytics Course: ML,89.0,3982.0,210.0,27.0,7.0,0.07865168539325842,392.0,2024-11-04,Hyderabad,Desktop,Data analytics course,November,Monday,2.36,2.24,7.78,30.0,86.67,56.0,1.87
664,A1664,Data Analytics Course: Visualizations,107.0,5299.0,207.0,19.0,8.0,0.07476635514018691,320.0,2024-11-26,Hyderabad,Tablet,Data analytics training,November,Tuesday,1.93,2.02,10.89,25.88,54.59,40.0,1.55
665,A1665,Data Analytics Course: Visualizations,181.0,4150.0,237.0,15.0,5.0,0.027624309392265192,255.0,2024-11-10,Hyderabad,Mobile,Data analytics online,November,Sunday,1.31,4.36,15.8,47.4,7.59,51.0,1.08
666,A1666,Data Analytics Course: Basics,110.0,5925.0,188.0,29.0,9.0,0.08181818181818182,343.0,2024-11-23,Hyderabad,Desktop,Data analytics training,November,Saturday,1.71,1.86,6.48,20.89,82.45,38.11,1.82
667,A1667,Data Analytics Course: Advanced,85.0,4010.0,195.0,17.0,4.0,0.047058823529411764,378.0,2024-11-06,Hyderabad,Mobile,Data analytics online,November,Wednesday,2.29,2.12,11.47,48.75,93.85,94.5,1.94
668,A1668,Data Analytics Course: ML,125.0,5767.0,193.0,12.0,8.0,0.064,208.0,2024-11-19,Hyderabad,Tablet,Data analytics online,November,Tuesday,1.54,2.17,16.08,24.12,7.77,26.0,1.08
669,A1669,Data Analytics Course: Visualizations,163.0,5375.0,252.0,11.0,3.0,0.018404907975460124,371.0,2024-11-20,Hyderabad,Tablet,Data analytics training,November,Wednesday,1.55,3.03,22.91,84.0,47.22,123.67,1.47
670,A1670,Data Analytics Course: ML,129.0,3787.0,230.0,10.0,6.0,0.046511627906976744,249.0,2024-11-13,Hyderabad,Desktop,Online data analytics,November,Wednesday,1.78,3.41,23.0,38.33,8.26,41.5,1.08
671,A1671,Data Analytics Course: Advanced,112.0,4834.0,212.0,11.0,7.0,0.0625,311.0,2024-11-27,Hyderabad,Mobile,Data analytics online,November,Wednesday,1.89,2.32,19.27,30.29,46.7,44.43,1.47
672,A1672,Data Analytics Course: Advanced,104.0,3031.0,188.0,13.0,6.0,0.057692307692307696,408.0,2024-11-05,Hyderabad,Desktop,Data analytics training,November,Tuesday,1.81,3.43,14.46,31.33,117.02,68.0,2.17
673,A1673,Data Analytics Course: Basics,132.0,3754.0,181.0,21.0,10.0,0.07575757575757576,327.0,2024-11-24,Hyderabad,Mobile,Online data analytics,November,Sunday,1.37,3.52,8.62,18.1,80.66,32.7,1.81
674,A1674,Data Analytics Course: Visualizations,113.0,3281.0,242.0,16.0,6.0,0.05309734513274336,280.2857142857143,2024-11-08,Hyderabad,Tablet,Data analytics online,November,Friday,2.14,3.44,15.12,40.33,15.82,46.71,1.16
675,A1675,Data Analytics Course: Visualizations,109.0,4910.0,236.0,16.0,8.0,0.07339449541284404,234.0,2024-11-08,Hyderabad,Tablet,Data analytics training,November,Friday,2.17,2.22,14.75,29.5,-0.85,29.25,0.99
676,A1676,Data Analytics Course: Visualizations,144.0,5026.0,232.0,14.0,4.0,0.027777777777777776,336.0,2024-11-10,Hyderabad,Desktop,Data analytics course,November,Sunday,1.61,2.87,16.57,58.0,44.83,84.0,1.45
677,A1677,Data Analytics Course: ML,179.0,5091.0,239.0,10.0,6.0,0.0335195530726257,257.0,2024-11-24,Hyderabad,Mobile,Learn data analytics,November,Sunday,1.34,3.52,23.9,39.83,7.53,42.83,1.08
678,A1678,Data Analytics Course: Advanced,170.0,5622.0,191.0,14.0,8.0,0.04692579044701704,286.0,2024-11-17,Hyderabad,Mobile,Analytics for data,November,Sunday,1.12,3.02,13.64,23.88,49.74,35.75,1.5
679,A1679,Data Analytics Course: Visualizations,116.0,4538.0,222.0,23.0,9.0,0.07758620689655173,334.0,2024-11-24,Hyderabad,Desktop,Data analytics training,November,Sunday,1.91,2.56,9.65,24.67,50.45,37.11,1.5
680,A1680,Data Analytics Course: Basics,89.0,3509.0,192.0,27.0,9.0,0.10112359550561797,319.0,2024-11-12,Hyderabad,Mobile,Online data analytics,November,Tuesday,2.16,2.54,7.11,21.33,66.15,35.44,1.66
681,A1681,Data Analytics Course: Basics,96.0,3346.0,248.0,15.0,7.0,0.07291666666666667,228.0,2024-11-28,Hyderabad,Desktop,Data analytics online,November,Thursday,2.58,2.87,16.53,35.43,-8.06,32.57,0.92
682,A1682,Data Analytics Course: Basics,193.0,4706.0,213.0,24.0,8.0,0.04145077720207254,216.0,2024-11-09,Hyderabad,Desktop,Data analytics course,November,Saturday,1.1,4.1,8.88,26.62,1.41,27.0,1.01
683,A1683,Data Analytics Course: Advanced,122.0,3896.0,194.0,23.0,3.0,0.02459016393442623,277.0,2024-11-21,Hyderabad,Mobile,Data analytics course,November,Thursday,1.59,3.13,8.43,64.67,42.78,92.33,1.43
684,A1684,Data Analytics Course: Basics,133.0,3332.0,202.0,14.0,7.0,0.05263157894736842,397.0,2024-11-15,Hyderabad,Tablet,Data analytics course,November,Friday,1.52,3.99,14.43,28.86,96.53,56.71,1.97
685,A1685,Data Analytics Course: Basics,177.0,5738.0,249.0,11.0,7.0,0.03954802259887006,293.0,2024-11-16,Hyderabad,Mobile,Data analytics training,November,Saturday,1.41,3.08,22.64,35.57,17.67,41.86,1.18
